news, edge, error, cent, holiday, shake, hair, snakes, toad, window, space, cemetery, fang, chance, development, spy
1, 1, 1, 0, #, 0, 0.000000, 2, 0, 43, 31, quartz, 0.265625, 20201, -212.546692, 0
1, 0, 0, 1, L, 1, 204183.828125, 6, 1, 26, 356, letter, -0.031250, 9, 0.000000, 78
1, 0, 1, 1, 0, 0, -1715.288574, d0, 0, 8, 10, crack, 0.000000, 4, 86.531097, 6
0, 1, 1, 1, Q, 1, 0.000977, 0, 1, -123, 8, branch, 0.404297, 1, -0.000004, 27
0, 1, 0, 1, A, 1, -0.205566, 0, 1, 1, 1152, stem, 6.560547, 6107, 2.596027, 185
1, 0, 0, 1, #, 0, 1.002930, 43, 0, -3, 30, letter, 0.582031, 23115, 0.001629, 0
0, 1, 0, 0, v, 1, -0.834961, 0, 0, 32, 402, iron, 0.001953, 1, -0.000008, 34
1, 1, 0, 1, F, 1, -2981.515137, c9, 0, -10, 32, ladybug, -10.066406, 341, -0.185738, 1
1, 1, 1, 1, d, 1, 24.645020, 13, 1, 13, 14883, wine, 0.009766, 1, 0.000000, 11
0, 1, 1, 1, G, 1, -49.076660, 57, 0, 22, 62, tramp, -0.482422, 94, 0.054500, 93
1, 0, 0, 1, [, 0, -1720.417969, 6f, 1, -2, 1, shade, 0.001953, 215, 0.000687, 2
0, 1, 0, 1, I, 0, -0.000488, 3b, 0, 13, 268, angle, -0.015625, 7, -17.383022, 1
1, 1, 1, 0, d, 1, 0.026855, a, 0, -1, 304, curve, -18.960938, 14, 0.089736, 0
0, 0, 1, 1, 0, 0, 2.280273, 5d, 0, 21, 2259, journey, -0.013672, 4, -2.862268, 4
1, 1, 0, 1, J, 1, 124.775879, 0, 0, 1, 1, stem, 0.000000, 6107, -117.885216, 185
1, 0, 0, 1, j, 0, 3.154785, 0, 0, 61, 1, language, -0.316406, 0, 0.017250, 13
0, 1, 1, 1, c, 1, 981.214844, 2, 0, -3, 129, office, -9.869141, 7, -0.000134, 10
0, 1, 0, 0, ], 0, 0.000000, 12, 0, -2, 5, laborer, -8.304688, 204, 0.007214, 118
0, 0, 1, 1, ^, 1, 13.464355, e, 1, -5, 25, soda, -0.033203, 3404, 0.003222, 19
1, 1, 1, 1, m, 0, -14571.710938, 0, 1, -8, 118, alley, 0.091797, 619, 2.202977, 5
0, 0, 0, 1, a, 1, 220.284668, 0, 0, 24, 134, rings, 0.333984, 16555, -0.000015, 15
1, 0, 0, 0, T, 0, -0.000000, 4, 0, -3, 237, waste, 0.117188, 21805, -10.537389, 77
1, 1, 0, 0, m, 0, 0.000488, 8, 0, -4, 60, camp, -0.888672, 10619, 0.000000, 111
0, 0, 0, 0, s, 1, 3.322266, 34, 0, -1, 29865, insurance, -0.974609, 126, 0.000023, 0
1, 0, 0, 1, Q, 1, 7.713379, 3, 1, 118, 6, nose, 0.054688, 6168, -0.051143, 20
1, 1, 0, 1, 3, 0, -0.008301, 53, 0, 25, 1, island, 0.074219, 0, -19.746365, 113
1, 1, 1, 0, 9, 1, 0.379883, 1a, 0, 0, 2, weather, -0.001953, 4, -0.000000, 4
1, 1, 1, 1, (, 1, 168037.468750, 57, 0, 22, 997, zoo, 0.509766, 12, 0.000002, 93
0, 1, 1, 0, _, 1, 10.860352, 3, 0, 1, 16540, letters, 0.185547, 13, 0.000046, 184
0, 0, 0, 0, *, 0, -848.832031, 70, 0, 1, 30, insect, -0.562500, 24781, 0.000790, 48
1, 0, 1, 0, (, 1, -26935.982422, 2c, 0, -38, 3956, reaction, 0.000000, 473, 0.000055, 7
0, 0, 0, 0, 7, 1, -60.113770, 2a, 0, 2, 0, turkey, -14.947266, 7, -0.094583, 26
0, 1, 1, 0, =, 0, 3.163574, 22, 1, 0, 31765, bait, 0.015625, 24588, -0.000003, 31
1, 1, 0, 1, l, 1, -82931.054688, 0, 1, -15, 69, toes, -0.009766, 66, 0.118054, 0
1, 0, 0, 0, F, 1, 0.507812, 5, 0, -62, 4726, lunchroom, 0.064453, 1399, 3.590258, 6
1, 1, 1, 0, I, 0, 133.965820, 13, 1, -29, 8182, laugh, -12.562500, 1807, 21.335281, 182
0, 0, 0, 1, v, 1, -0.006348, 1, 1, 0, 1, muscle, 0.103516, 0, 0.274810, 5
0, 0, 0, 1, y, 1, 0.059570, 1c, 1, 0, 2, sleet, -0.953125, 2, 0.001808, 102
1, 0, 0, 1, G, 1, 0.000488, a2, 0, -109, 219, daughter, -0.474609, 1379, -2.240307, 1
0, 1, 0, 0, 7, 1, -159843.375000, d6, 1, -1, 31900, son, 0.000000, 62, -0.000297, 1
1, 0, 0, 1, w, 1, -0.329590, ff, 0, -15, 2, shock, 6.857422, 3515, 0.000004, 9
1, 1, 0, 1, =, 1, 24.645020, 13, 1, 13, 14883, wine, 1.412109, 1, 0.000000, 11
0, 1, 1, 0, ), 0, -0.004395, 6, 1, 0, 28148, art, 0.011719, 3, 0.003058, 5
1, 1, 0, 1, ;, 0, -82549.484375, 0, 0, -4, 37, board, -1.898438, 1, -0.000763, 246
0, 1, 0, 0, v, 0, 323.353027, 20, 1, -1, 3, deer, 0.027344, 0, 0.092140, 1
0, 1, 1, 0, -, 1, 0.000488, 10, 0, 1, 42, bite, 0.103516, 13, 3.653948, 149
0, 1, 1, 1, 2, 0, 32110.875000, 3c, 1, 0, 4, mice, -0.009766, 58, -0.013375, 1
1, 0, 0, 1, n, 0, 2902.159668, 3d, 1, 33, 1, property, -0.001953, 246, 0.017741, 0
1, 0, 0, 0, =, 0, -0.013672, 0, 0, 15, 98, men, 22.701172, 66, -1.106564, 2
0, 0, 1, 0, #, 1, 333.834473, 4, 0, -6, 695, low, -0.003906, 0, 6.860468, 5
0, 1, 1, 1, q, 0, 5326.534668, 11, 0, -2, 194, caption, -6.498047, 3088, -171.304016, 108
0, 1, 1, 1, V, 0, -1407.641602, 1, 1, 36, 1, division, 0.599609, 2, 0.000290, 4
0, 0, 1, 0, Z, 1, -0.083008, 4, 0, 3, 1831, part, 49.142578, 0, -0.000001, 0
1, 0, 0, 0, T, 1, -51756.531250, b, 1, 1, 0, cord, 18.929688, 817, -55.247604, 26
